pos,bib,name,team,category,rank,nationality,time,timediff,Col de Voza,Les Contamines,La Balme,Refuge Croix du Bonhomme,Les Chapieux CCAS,Col de la Seigne,Refuge Elisabetta,Arête Mont-Favre,Col Chécrouit - Maison Vieille,Courmayeur - Dolonne,Refuge Bertone,Refuge Bonatti,Arnuva,Grand Col Ferret,La Peulaz,La Fouly,Praz de Fort,Champex Lac,Bovine,Trient,Les Tseppes,Vallorcine,Argentière,Chamonix - Arrivée,col de voza_pos,les contamines_pos,la balme_pos,refuge croix du bonhomme_pos,les chapieux ccas_pos,col de la seigne_pos,refuge elisabetta_pos,arête mont-favre_pos,col chécrouit - maison vieille_pos,courmayeur - dolonne_pos,refuge bertone_pos,refuge bonatti_pos,arnuva_pos,grand col ferret_pos,la peulaz_pos,la fouly_pos,praz de fort_pos,champex lac_pos,bovine_pos,trient_pos,les tseppes_pos,vallorcine_pos,argentière_pos,chamonix - arrivée_pos
515,323,SEBBAN Marc,NON,V1 H,516,FR,38:40:33,17:34:27.000000,3484,4037,6234,,9686,13935,15089,16829,17639,45955,22227,24689,26292,28595,,32290,36649,38776,47093,51497,112815,58435,60759,63267,1891,263,1276,-1,2324,232,970,1932,322,500,481,1443,319,357,-1,315,476,507,406,393,478,625,517,516
516,3288,AFFRE Roxanne,NON,V1 F,517,FR,38:40:35,17:34:29.000000,3485,4035,6233,,9684,13934,15087,16827,17637,45953,22225,24688,26290,28593,,32289,36647,38772,47089,51493,112812,58431,60754,63269,1764,65,446,-1,595,1146,198,1923,1290,1184,242,1259,1198,283,-1,282,436,509,474,617,483,427,516,517
517,2064,PEREZ Philippe,,SE H,518,FR,38:40:56,17:34:50.000000,2761,2950,5196,,9156,14798,,17792,18717,47240,26027,28039,31093,32879,,34949,40282,42406,49279,54530,115022,59333,61342,63290,2318,272,1952,-1,596,525,-1,1284,238,249,1727,251,358,309,-1,264,1208,409,485,419,516,495,547,518
518,2202,ALLEGRET GILLES,SAGY 95,V3 H,519,Fr,38:40:57,17:34:51.000000,5109,7632,10405,,15075,18599,19709,21414,22321,51316,25487,29330,31446,33909,,37422,40288,42710,48654,53834,115020,59337,61338,63291,1765,214,1723,-1,1736,1238,1642,205,197,146,1728,363,1264,1258,-1,380,1209,512,466,479,512,517,548,519
519,2727,ROUX Joel,,V2 H,520,FR,38:41:22,17:35:16.000000,3416,4051,5760,7324,8742,11717,12811,14343,15398,44005,21649,23271,25064,27376,,31298,34665,37239,46142,50801,112583,58581,61539,63316,2325,1463,1456,371,354,1941,314,412,1245,1263,239,595,595,358,-1,1265,388,410,1181,445,511,516,526,520
520,1277,LEONARD Thierry,,SE H,521,FR,38:42:45,17:36:39.000000,3602,4477,6830,,11280,15858,,18852,19807,48125,24504,26080,28106,30186,,33063,36906,38889,46850,51154,112792,58521,61732,63399,274,1457,1459,-1,1274,531,-1,238,1946,1264,1271,596,596,1372,-1,501,499,1274,480,509,433,564,519,521
521,1662,CARPENTIER JEAN,C.C.THELLE,V2 H,522,Fr,38:44:31,17:38:25.000000,4309,6290,8324,,12451,16229,,18692,19283,47610,26305,27952,30041,31953,,35741,37608,39155,45852,49837,115290,60301,61842,63505,1958,593,177,-1,201,1680,-1,1429,353,1942,432,242,380,325,-1,597,405,359,473,514,477,533,510,522
522,1729,HENWOOD PHILIPPE,CCTHELLE,V1 H,523,Fr,38:44:32,17:38:26.000000,4308,6290,8329,,12459,16219,,18472,19080,48050,26285,27958,30021,31899,,35744,37607,39152,45848,54519,115288,60305,61840,63506,649,592,354,-1,212,301,-1,1255,412,1943,378,266,387,285,-1,511,501,355,417,515,535,521,518,523
523,163,MATHIEU Josette,,V3 F,524,FR,38:45:11,17:39:05.000000,3476,3966,5635,,10010,13206,14052,15664,16337,44744,19968,21236,22286,24419,,27067,28895,30928,32912,43560,113133,57831,60299,63545,494,158,543,-1,179,403,449,254,266,1438,1437,294,597,511,-1,1370,496,617,415,541,798,458,464,524
524,1215,FERREIRA Helder,OEIRAS SPORT CLUBE,V1 H,525,PT,38:46:37,17:40:31.000000,4589,6635,8551,,11746,14254,15218,16492,17452,45979,22490,24531,26432,29634,,32520,36221,37933,46581,50807,116628,60762,62559,63631,2326,298,798,-1,1181,310,381,1252,210,1255,1124,325,599,1277,-1,418,789,496,394,481,537,627,472,525
525,669,BARBERY Pascal,,V1 H,526,FR,38:46:48,17:40:42.000000,4055,5608,8728,,14655,18585,19693,21715,22825,51827,27359,29238,30810,33855,,37876,40545,42803,49273,52749,114153,58768,61254,63642,591,2045,1191,-1,313,274,376,1412,198,376,325,548,294,231,-1,595,342,491,501,549,676,588,465,526
526,1834,HEADING Amanda,MILLTOWN MILERS,SE F,527,GB,38:47:13,17:41:07.000000,3756,,6523,,9567,13692,14862,16845,18204,46954,22883,24904,26713,29627,,33316,36361,39265,51797,55460,116674,60577,62241,63667,970,-1,551,-1,380,428,1071,354,1258,409,293,1264,366,1278,-1,596,450,385,395,373,589,552,520,527
527,1553,PICOT Vincent,EDISYS,V1 H,528,FR,38:48:03,17:41:57.000000,4281,5573,8089,,12041,16189,,19960,21788,51339,28851,31286,33514,35622,,39243,,44560,51047,54683,115827,60379,62303,63717,2332,1122,176,-1,343,147,-1,1440,506,337,319,211,365,512,-1,1272,-1,481,502,1202,547,520,539,528
528,3193,ABDALLAH Jean Nicolas,C.O.CHAMBLY MOULIN NEUF,SE H,529,FR,38:52:27,17:46:21.000000,3556,3156,4155,5744,6648,11192,13709,15489,16082,43961,23081,25403,28667,34755,,38927,41788,43274,52023,55014,117322,60386,63306,63981,1699,711,1988,230,274,1959,1053,1469,223,127,310,1458,1276,305,-1,307,390,377,365,442,538,536,521,529
529,2108,MANDIN Felipe,GENERATION RAID,SE H,530,FR,38:53:38,17:47:32.000000,3296,3528,5319,6977,8226,11360,12274,13854,15066,43651,23078,25402,28673,34612,,38930,41787,43281,52003,55010,117093,60391,63307,64052,996,2339,2027,625,1175,1439,1445,240,179,176,1258,481,254,387,-1,304,470,287,429,505,519,560,536,530
530,1819,LEMOINE didier,,V1 H,531,FR,38:54:16,17:48:10.000000,4481,6387,8892,,14001,17506,18629,20674,21803,51326,27629,30094,32101,34957,,38605,,43748,50042,54067,115293,60125,62134,64090,158,102,376,-1,1464,334,1047,1204,310,1458,309,357,191,1453,-1,326,-1,289,440,498,583,543,533,531
531,2434,LAUNAY philippe didier,US JOIGNY,V1 H,532,Fr,38:54:27,17:48:21.000000,4759,6865,10108,,15544,20248,23400,,27366,55253,31613,34477,37201,38125,,41264,44372,46071,51896,55632,116450,60627,62214,64101,224,1948,549,-1,2237,1944,242,-1,1195,539,1256,1467,207,459,-1,494,406,286,453,415,463,484,543,532
532,914,SIMONIN Gerard,USPEG MARSEILLE,V2 H,533,Fr,38:54:35,17:48:29.000000,3626,4050,5762,7313,8690,11539,12694,14669,15559,43936,19383,22272,24838,27710,,31243,35422,37534,46182,50896,112590,58503,61761,64109,1219,1441,313,495,455,593,1444,1239,149,1193,1252,1478,212,293,-1,293,457,402,492,462,534,485,508,533
533,662,ETIENNE Stephane,,SE H,534,FR,38:55:57,17:49:51.000000,3673,4301,7061,,11910,15681,,18795,20111,48627,26349,28198,30359,32172,,35754,38441,40668,48565,52740,114568,59087,62123,64191,298,1257,504,-1,1426,1711,-1,1708,2217,142,1722,358,512,248,-1,471,469,306,581,396,559,448,592,534
534,3011,BOUTON Didier,UFO - ZOO,V1 H,535,FR,38:56:12,17:50:06.000000,2936,2635,4626,6843,7843,11254,11917,14610,15070,43061,23510,26263,28102,32202,,35792,38667,41315,51054,55384,117676,61897,63219,64206,489,1974,518,181,1021,651,184,1929,426,220,380,1199,1370,337,-1,1270,486,440,536,425,594,505,560,535
535,288,EVEN Jean Yves,REV'7,V1 H,536,FR,38:56:49,17:50:43.000000,3230,3686,5749,,9034,12250,13439,15661,16829,45490,21295,24057,25657,28981,,31942,35496,37869,46150,51062,112613,58585,61758,64243,213,140,797,-1,270,220,1234,1930,1235,207,548,597,1262,340,-1,504,489,342,851,395,611,526,523,536
536,2485,ARNAUD Gerard,VIA AURELIA TRIAL ST MAXIMIN LA STE BAUME,V1 H,537,FR,38:58:06,17:52:00.000000,2559,2045,3344,5018,6371,9997,11280,14288,15689,44923,21135,27767,29212,32051,,33365,36546,38624,53822,56943,117483,60409,62730,64320,365,139,212,165,1482,526,181,549,1442,379,815,319,370,1266,-1,796,1210,457,380,444,649,539,522,537
537,2818,DEJARDIN Frederic,WASC,V1 H,538,Fr,38:58:13,17:52:07.000000,3310,4005,6039,,9404,13482,14546,16122,16932,45390,22387,24136,26301,28217,,34397,37890,39877,48557,52746,114565,59091,62125,64327,504,1722,154,-1,321,1269,1417,233,1266,377,291,1263,310,492,-1,496,612,501,528,446,453,542,564,538
538,2658,AMPLE Jean-Pierre,CSA ESAM BOURGE,V1 H,539,FR,38:58:59,17:52:53.000000,3401,4294,6384,,10318,14245,,17486,18386,46811,23585,25164,26316,28326,,31224,33953,36210,43591,52493,113271,58916,61693,64373,1942,1489,1200,-1,390,207,-1,323,252,264,647,1200,309,378,-1,491,1141,497,358,467,567,534,502,539
539,3234,FRITZ Marc,,V1 H,540,FR,39:02:03,17:55:57.000000,2948,3145,4879,6557,7542,9570,10187,11625,13269,42231,21457,23889,25458,27048,,30659,35647,38268,47863,51703,112831,58172,60709,64557,1148,416,1264,376,211,539,363,1241,1267,1446,1198,412,581,494,-1,512,389,384,454,473,1144,538,511,540
540,1159,FOUBERT Jean Marie,WFU/ALENCON,V1 H,541,Fr,39:02:04,17:55:58.000000,3781,4369,6442,,9898,13742,14880,16855,18155,47197,22885,25411,27620,30163,,33923,36513,38803,45262,48893,110527,56825,60601,64558,1014,1284,2045,-1,1247,1682,1031,199,253,423,1261,310,1273,1468,-1,626,1146,329,614,499,480,441,588,541
541,2574,GONZALEZ FERNANDEZ Fernando,,V1 H,542,,39:04:11,17:58:05.000000,4006,4852,6848,,10794,14499,,17736,19214,48644,23621,25657,27753,31658,,34465,37728,39905,47416,52197,112874,59031,62284,64685,505,375,715,-1,1034,1726,-1,311,550,381,509,309,470,636,-1,412,611,368,460,480,479,518,627,542
542,3129,MONIER Eric,,V2 H,543,FR,39:04:15,17:58:09.000000,3037,3045,5141,6884,7544,11376,12129,14221,15209,43348,21066,23430,25356,28340,,31755,34867,37710,45960,50134,113059,58669,61778,64689,251,108,1900,375,432,611,359,288,1730,1262,348,293,1268,1251,-1,338,603,1275,464,429,473,519,635,543
543,349,DOMINGUEZ LUZON MANUEL,ALPINO JARAPALOS,V1 H,544,Es,39:04:50,17:58:44.000000,3829,4714,6712,,11296,15239,,19163,20470,49018,25873,27499,30238,32865,,37197,39596,41256,47879,52654,116110,60927,62843,64724,534,1167,1736,-1,68,1473,-1,1268,1731,200,524,365,481,264,-1,375,494,1276,463,436,503,508,636,544
544,3241,DEBATTY Herve,,SE H,545,Be,39:05:22,17:59:16.000000,4880,7216,9316,,14293,18651,19452,21231,22468,51167,26648,28271,29681,31861,,35520,38683,41284,50532,54773,116166,61310,63910,64756,1983,1950,1975,-1,364,1947,202,1922,1274,1449,397,366,261,496,-1,320,1206,1202,432,437,572,626,552,545
545,770,DALBOSCO Flavio,,V1 H,546,IT,39:05:33,17:59:27.000000,4420,5746,7879,,11619,14831,,18217,19644,48686,23199,25266,27425,29605,,33370,37044,40581,51656,55566,116307,60660,62701,64767,445,1273,2279,-1,1230,1948,-1,426,1947,503,1440,1692,383,304,-1,388,351,347,467,460,521,599,503,546
546,675,VERHAEGE Thierry,CROSS CLUB DE SAULX-LES-CHARTREUX,V2 H,547,Fr,39:05:45,17:59:39.000000,4425,5021,7347,,11389,15166,,18559,19673,48247,23886,25727,27398,30237,,33405,36238,38790,45824,50147,111554,57616,61059,64779,1745,181,222,-1,405,211,-1,253,529,497,387,459,381,307,-1,353,355,403,644,461,500,616,534,547
547,314,BREBANT Christophe,,V1 H,548,FR,39:06:37,18:00:31.000000,4394,5072,6712,,9369,12174,12953,14540,15514,43873,19932,21349,22722,24024,,26781,29391,30676,41214,48687,110808,56818,61136,64831,1163,1721,132,-1,1276,348,1059,275,534,201,626,1462,1724,326,-1,354,656,625,643,522,556,510,538,548
548,1479,BALMOZE Jean-Pascal,,SE H,549,FR,39:07:36,18:01:30.000000,2913,3305,5175,6975,8630,12023,13227,14853,15838,44215,21413,23317,24850,27033,,30426,33553,35971,45017,48932,110282,56190,59978,64890,416,1178,557,593,1951,1890,266,1714,1265,301,1257,1270,283,501,-1,1451,539,626,412,401,563,561,531,549
549,2718,MONSIEUR Alain,CS IBM ORLEANS,V1 H,550,Fr,39:08:11,18:02:05.000000,4672,7183,8836,,14120,18473,19576,21295,22266,50981,27361,28968,31092,33934,,38278,41475,43593,52620,57196,117808,61638,63389,64925,1016,712,1154,-1,1244,423,450,1260,203,239,151,259,241,282,-1,509,1302,620,459,476,533,568,532,550
550,2965,GERY Mathias,KIKOUROU.NET,SE H,551,FR,39:08:12,18:02:06.000000,2845,2733,5145,6267,7104,11040,12210,14019,15025,43890,23547,26255,28100,32199,,35795,38664,41319,51051,55382,117650,62437,65172,64926,1959,402,1300,576,1456,324,203,1261,275,526,300,383,1466,509,-1,459,606,681,660,477,529,572,527,551
551,2657,FOREL Philippe,,SE H,552,FR,39:09:11,18:03:05.000000,3388,4032,6054,,9754,13120,14182,16417,17541,46235,20502,22747,24544,26926,,30648,33959,36505,46578,51297,112969,58577,62018,64985,1521,2321,206,-1,1278,252,187,438,1450,1244,302,296,459,491,-1,386,344,1277,661,420,552,577,542,552
552,1493,PARODI Enrico,MARATONETI GENOVESI,V2 H,553,It,39:09:21,18:03:15.000000,3621,5096,7893,,12133,15657,,18880,19861,48416,23861,25405,27504,29789,,32728,36510,38654,47115,57267,118345,62221,63878,64995,731,1490,1692,-1,597,238,-1,2185,1272,477,1474,381,1256,1708,-1,1277,640,498,534,543,551,573,528,553
553,437,VELTZ Jean-Noël,MACADAM 77,V2 H,554,FR,39:09:52,18:03:46.000000,4488,5617,7654,,11784,16397,,19741,20825,49939,27422,29104,30994,34404,,37540,39912,42285,50200,54537,115976,60906,63085,65026,1347,165,785,-1,246,1429,-1,239,1180,250,625,397,478,353,-1,350,438,1207,603,513,600,681,563,554
554,1612,BOIVIN Dominique,AS ST SYLVAIN D'ANJOU,V2 H,554,Fr,39:09:52,18:03:46.000000,4467,6225,8479,,12677,17312,18436,20734,21768,50830,27143,29847,31561,34283,,37456,40091,42757,50184,54533,115978,60914,63088,65026,1251,222,2414,-1,2325,192,948,276,1728,273,698,261,462,647,-1,359,285,474,510,547,602,531,525,555
555,3307,MOUSSAC Frédéric,,SE H,556,FR,39:12:12,18:06:06.000000,3841,4538,6392,,9542,12447,13486,15747,16787,45488,22020,23989,25161,27006,,31379,34499,36827,48106,52539,114690,60395,63624,65166,1717,1205,1190,-1,2326,322,221,211,1948,307,1268,1207,167,1482,-1,355,398,475,509,627,568,806,546,556
556,436,BARJOLIN Fabrice,MACADAM 77,V1 H,557,FR,39:12:14,18:06:08.000000,3391,3596,5233,7184,8781,12325,13471,15638,16785,45553,21717,23548,25130,27635,,31376,34504,36822,48116,52536,114615,60285,63626,65168,272,527,1420,455,1139,242,1150,541,324,453,597,305,305,1207,-1,1271,373,549,439,438,566,557,537,557
557,663,COLLET Christian,JOGGEUR EN HUREPOIX,V2 H,558,FR,39:14:59,18:08:53.000000,5903,8823,11754,,15845,19537,20422,22401,23880,53025,28823,30574,32099,34872,,38221,40558,42694,49264,54230,116068,60670,63482,65333,181,1697,1544,-1,1239,156,1656,232,1454,1286,501,1258,706,338,-1,416,339,346,383,635,565,522,561,558
558,1918,DUMONT Pierre-Alexis,,SE H,559,FR,39:15:58,18:09:52.000000,4222,5571,7918,,11730,15769,,18687,19628,48320,24489,26301,28112,30367,,33450,36922,38883,51139,55380,117672,61890,63223,65392,102,358,123,-1,1900,258,-1,1190,1200,1265,1197,387,490,1455,-1,478,380,1278,431,449,621,523,544,559
559,2890,FAIBIS Alexandre,,SE H,560,Fr,39:18:20,18:12:14.000000,3492,3947,6019,,9674,13863,15486,17747,18817,47308,23766,26406,28115,31191,,34305,36832,38866,46147,50836,112588,58590,61827,65534,166,1151,2339,-1,530,347,391,480,1482,221,1205,254,375,334,-1,391,399,479,382,456,615,502,568,560
560,1766,CLEMENT Jacky,JOG ABLAIN,V1 H,561,FR,39:19:41,18:13:35.000000,3317,3735,5773,,9082,12274,13263,14768,16014,44935,21496,23321,25536,27908,,31934,35424,37807,47812,52906,114297,59833,62837,65615,1175,731,635,-1,570,435,219,150,211,1724,363,470,296,625,-1,1201,491,404,586,447,514,464,571,561
561,2217,LINXE Jean-Michel,INDIVIDUEL,V1 H,562,FR,39:19:55,18:13:49.000000,4050,5587,8441,,14176,18904,20411,22711,23790,52488,28947,31056,33112,35238,,38575,,44871,51298,54920,116013,60981,63584,65629,1946,648,1458,-1,1692,2226,367,535,542,329,581,416,416,462,-1,378,-1,797,530,504,513,465,578,562
562,489,PLASSARD Eric,ASPTT TOULON,V1 H,563,FR,39:20:11,18:14:05.000000,4113,5398,7463,,11427,15247,,18220,19305,47980,23587,26040,27769,30796,,34451,37942,40828,47708,52599,115237,60648,62544,65645,248,212,530,-1,206,275,-1,1262,1898,1455,980,1514,304,1271,-1,1371,288,424,486,469,505,503,579,563
563,2952,VINAI Roger,SAINT MAXIMIN A.C.,V2 H,564,FR,39:23:36,18:17:30.000000,4507,5939,8307,,11750,15491,,18383,19121,47954,23854,25297,26850,29979,,33403,36224,38567,46874,51686,113291,58488,61847,65850,615,1898,714,-1,226,1267,-1,1438,438,350,1283,647,337,1261,-1,392,286,308,447,452,701,528,570,564
564,1366,PARIS Christophe,ARPE,SE H,565,FR,39:23:42,18:17:36.000000,4440,5760,8202,,13029,17801,18791,20951,22399,50882,27240,30512,32700,36169,,39356,41754,43491,49214,54625,117046,61393,63374,65856,1188,357,380,-1,325,1940,269,325,480,1447,259,191,340,1262,-1,1275,304,369,448,520,490,511,554,565
565,992,MESSINA Magali,LATITUDE SPORT,SE F,566,Fr,39:24:11,18:18:05.000000,4212,5084,6687,,9834,12721,13859,15346,16357,45252,23459,25825,27613,30164,,33409,35876,37657,48143,53138,115475,60973,63340,65885,1281,864,1360,-1,507,266,394,1259,1453,1944,266,207,1261,471,-1,1452,326,301,500,525,558,529,555,566
566,680,KERGOSIEN Patrice,LATITUDE SPORT,SE H,567,Fr,39:25:22,18:19:16.000000,4210,5085,6686,,9836,12729,13861,15348,16359,45255,23454,25827,27616,30166,,33399,35862,37669,48137,53134,115476,60977,63337,65956,1702,1357,405,-1,1249,529,1155,204,1956,208,261,1695,1690,412,-1,1453,490,421,716,560,606,530,535,567
567,1116,BELART Thierry,,V1 H,568,FR,39:26:38,18:20:32.000000,4102,4707,6573,,9419,12418,13421,15196,16206,44918,21210,23266,25540,27911,,31936,35425,37817,47824,53141,114301,59837,62847,66032,120,863,867,-1,481,477,297,1441,1247,1894,251,1285,338,626,-1,507,529,422,790,463,518,556,559,568
568,962,DUVALET Philippe,EDF / GDF / CCAS,V2 H,569,FR,39:26:41,18:20:35.000000,3674,4198,5948,,9385,12438,13442,14699,15724,44750,23083,25887,27499,29395,,32926,35887,37940,48272,54556,116106,61312,63735,66035,1691,313,470,-1,233,1261,1439,1229,1268,1477,365,241,492,394,-1,405,542,397,507,489,517,537,529,569
569,2270,DIAZ Philippe,ACCENTURE,SE H,570,Fr,39:28:46,18:22:40.000000,2642,2499,4235,6819,8229,12774,14038,16118,17455,46339,21207,24739,27808,30252,,34404,37944,41281,48286,54095,114736,60530,62873,66160,1689,245,1479,579,469,1720,189,198,258,167,366,1275,385,1272,-1,1454,452,539,547,533,526,654,530,570
570,2049,FERNANDEZ ALAIN,BEZONS TRIATHLON,SE H,571,Fr,39:28:47,18:22:41.000000,4213,5087,6700,,10867,15518,,18855,20117,48772,24573,26693,28895,31019,,34947,37946,40831,48280,54090,114729,60503,62858,66161,1918,182,866,-1,221,198,-1,267,456,328,357,1690,1206,478,-1,455,756,660,523,616,497,607,567,571
571,485,VIE Dominique,US LIFFRE/UFO,SE H,572,FR,39:29:17,18:23:11.000000,2672,2507,3929,,9395,13210,14336,16862,18297,47419,22754,25135,26761,29967,,33363,36531,38759,47196,52130,113837,59902,63943,66191,1460,1933,891,-1,1154,1418,1249,519,1954,375,358,462,307,418,-1,1199,364,429,424,599,818,605,566,572
572,3267,BOUSSADI JEAN FRANCOIS,,V2 H,573,Fr,39:29:18,18:23:12.000000,3463,5341,8415,,13137,17716,18548,21234,22359,51259,26074,27911,29791,32482,,35477,39183,41682,47843,52689,114723,59957,64253,66192,1980,512,384,-1,1176,701,282,1437,204,544,1452,283,501,416,-1,625,580,330,423,657,561,611,574,573
573,1023,TERRAY Antoine,CMBM,V1 H,574,FR,39:30:12,18:24:06.000000,3904,4754,6777,,11312,15091,,18314,19466,48194,26381,28561,31199,33272,,36209,40098,42192,51912,55609,117934,61541,63359,66246,1459,513,265,-1,1263,1563,-1,259,1955,1198,296,981,1457,481,-1,1455,1303,1279,407,656,562,571,575,574
574,600,BAECHELEN Frederic,CMBM,SE H,575,FR,39:30:15,18:24:09.000000,3901,4737,6775,,11314,15055,,18077,18811,47242,26292,27912,29478,32251,,35748,40083,42219,51915,55610,117929,61608,63362,66249,443,1454,269,-1,512,1425,-1,1926,1451,1476,383,478,264,397,-1,481,646,434,520,594,498,570,565,575
575,714,BROUSSE Denis,DIJON TRIATHLON,V2 H,576,FR,39:30:32,18:24:26.000000,5511,8494,11783,,17708,22927,24210,26397,27386,55978,31574,33544,35557,37764,,41092,44483,46881,53316,57398,118408,62579,64105,66266,296,590,187,-1,797,1993,1649,595,309,547,381,378,1453,1274,-1,1206,645,352,361,536,443,527,599,576
576,3165,GRAF Philippe,PORT AUTONOME DE STRASBOURG,SE H,577,FR,39:30:47,18:24:41.000000,4592,5963,8212,,12237,15807,,18196,19372,48689,25832,28034,30241,32206,,34942,38008,40899,48008,52110,113910,59908,63940,66281,1224,578,182,-1,1696,676,-1,348,202,1450,592,501,1725,386,-1,385,393,367,491,521,422,532,616,577
577,1112,RULLIER Vincent,AIN-EST ATHLETISME,V1 H,578,FR,39:31:54,18:25:48.000000,4059,4972,6992,,11285,15265,,20670,22106,50996,27425,29471,31411,33141,,35720,38518,40753,49268,54227,116063,60940,62865,66348,682,311,186,-1,2327,210,-1,203,1734,1270,552,706,1199,405,-1,374,582,552,781,605,436,563,550,578
578,1824,JOUIN Jean Michel,COURIR EN LAYON,V1 H,578,FR,39:31:54,18:25:48.000000,4466,6013,8302,,12260,15869,,18515,19793,48722,24390,26477,29285,31103,,34200,41037,42934,49256,54686,116061,60954,62868,66348,1996,125,1448,-1,1465,225,-1,1927,340,1945,1259,490,681,681,-1,394,425,592,592,607,643,546,558,579
579,543,PEREZ STEPHANE,FAUCIGNY ATHLETIC CLUB,SE H,580,FR,39:35:24,18:29:18.000000,3557,3600,5932,,10049,13467,14578,16879,17752,46660,24108,25895,27660,30196,,34592,38112,40561,48539,54546,116895,61574,64307,66558,1743,397,1239,-1,427,2034,288,294,130,529,1260,533,1369,1371,-1,409,343,469,476,552,523,558,611,580
580,1914,IRIBARREN Gerard,BAZTANDARRAK,V1 H,581,FR,39:35:29,18:29:23.000000,3503,3586,6481,,9290,12312,13196,16592,16599,44642,20278,21246,23252,25226,,25778,29549,30704,40308,42837,105911,61470,64244,66563,461,211,1465,-1,253,409,218,296,304,525,1457,385,1272,1690,-1,462,430,657,402,806,549,706,612,581
581,2015,LE PICHON Philippe,TOURS&amp;#039; N AVENTURE,SE H,582,FR,39:35:39,18:29:33.000000,3981,5311,8072,,13010,17750,18802,20916,21934,51015,28801,30885,32843,34708,,37401,40789,43112,53490,57902,119253,62384,64619,66573,2310,224,2323,-1,271,311,199,1934,519,327,496,1480,494,507,-1,1273,546,599,594,459,550,525,562,582
582,3048,JARDIN Eric,STADE FRANCAIS,V1 H,583,Fr,39:36:33,18:30:27.000000,4822,6876,8814,,12517,15856,,18375,19519,48872,24955,27652,29493,31365,,35803,38117,40545,48543,54129,116900,61584,64297,66627,2311,233,169,-1,173,1446,-1,1119,380,1946,211,304,397,552,-1,646,547,616,539,517,650,554,556,583
583,2788,FOMBEUR Eric,TOURS'N AVENTURE,V1 H,584,FR,39:36:50,18:30:44.000000,3971,5404,8082,,13021,17876,18930,20906,22105,51017,28848,30922,32869,35012,,37247,40800,43115,53496,57908,119160,62408,64622,66644,1456,1966,1369,-1,439,1262,148,212,267,306,1488,375,285,315,-1,410,512,557,512,516,557,555,557,584
584,2516,EVRARD Marc,,SE H,585,BE,39:38:20,18:32:14.000000,4669,6001,8133,,11796,15235,,18327,19288,47994,24786,27619,29683,32725,,36998,40286,42805,50493,54767,116254,61307,63913,66734,1457,554,681,-1,372,1495,-1,1873,382,353,254,626,1726,350,-1,669,420,556,693,431,607,544,569,585
585,3012,MAES Luc,JOGGING CLUB HAM-SUR-HEURE,V1 H,586,BE,39:38:22,18:32:16.000000,3994,4838,6601,,12109,16633,,20708,21814,49850,28793,31752,33623,36457,,40581,,44118,50536,54713,116258,61070,63911,66736,528,461,1471,-1,1726,253,-1,331,596,516,459,1371,334,465,-1,670,-1,1280,416,802,680,578,625,586
586,3327,HENNE Patrice,JC HSH,V1 H,586,BE,39:38:22,18:32:16.000000,4938,6798,9306,,14906,19365,20485,22525,23903,52229,29724,31934,33134,35231,,38349,40797,42762,50481,54717,116237,61021,63914,66736,327,2414,511,-1,1376,458,447,310,347,1190,462,625,1283,556,-1,475,587,1281,450,488,689,579,626,587
